Id,SalePrice
2174,236637.7
2175,301102.34
2176,328195.84
2177,246420.11
2178,218994.66
2179,142226.19
2180,186364.27
2181,188918.11
2182,226631.48
2183,200061.19
2184,136153.48
2185,125531.79
2186,143925.12
2187,151982.67
2188,159949.25
2189,209295.33
2190,81297.586
2191,89710.016
2192,92419.61
2193,108330.39
2194,105778.6
2195,109166.336
2196,116141.42
2197,121161.47
2198,167639.47
2199,169461.25
2200,134341.73
2201,134479.23
2202,205868.69
2203,142373.78
2204,174640.16
2205,112803.695
2206,132235.72
2207,212657.4
2208,219884.08
2209,196454.44
2210,124999.03
2211,111369.46
2212,114548.69
2213,114030.484
2214,130185.16
2215,108890.82
2216,133557.81
2217,78526.055
2218,91917.77
2219,78687.55
2220,83426.66
2221,348478.16
2222,230934.11
2223,271238.44
2224,213275.39
2225,127401.836
2226,173263.62
2227,194144.45
2228,283559.9
2229,243178.7
2230,158388.88
2231,216699.05
2232,174572.23
2233,166567.48
2234,261166.72
2235,209017.16
2236,278134.62
2237,350815.78
2238,208556.08
2239,116189.36
2240,157213.36
2241,166389.55
2242,134640.28
2243,126873.05
2244,100392.57
2245,98768.625
2246,142446.86
2247,105579.04
2248,124401.93
2249,121241.58
2250,135740.11
2251,128035.43
2252,176726.28
2253,158254.75
2254,172180.1
2255,188016.84
2256,184421.83
2257,190767.33
2258,171865.7
2259,175556.23
2260,155563.08
2261,181793.36
2262,193547.19
2263,354472.94
2264,415391.72
2265,179023.52
2266,265388.03
2267,362909.66
2268,410080.8
2269,155420.11
2270,177494.39
2271,226704.31
2272,208167.78
2273,163148.7
2274,177774.5
2275,176918.48
2276,179856.75
2277,187216.27
2278,147839.56
2279,127683.01
2280,120896.46
2281,171754.55
2282,183402.03
2283,97359.516
2284,105441.74
2285,148555.3
2286,126708.7
2287,354100.88
2288,285367.16
2289,393669.3
2290,472348.22
2291,351035.03
2292,440400.06
2293,506276.8
2294,390244.38
2295,444318.94
2296,278025.28
2297,330352.25
2298,298152.8
2299,464520.38
2300,327065.75
2301,299647.66
2302,231447.31
2303,247769.78
2304,236688.98
2305,186983.95
2306,183768.61
2307,186122.08
2308,215734.5
2309,278281.28
2310,214184.44
2311,202120.92
2312,179861.52
2313,176809.03
2314,174029.2
2315,177075.44
2316,191036.06
2317,183274.67
2318,180654.19
2319,173031.48
2320,192117.66
2321,258736.64
2322,175196.0
2323,177122.1
2324,170234.08
2325,203801.84
2326,166070.34
2327,214722.19
2328,233220.05
2329,183263.75
2330,173951.19
2331,376914.66
2332,405968.97
2333,303274.06
2334,257463.6
2335,251188.6
2336,334366.6
2337,211933.23
2338,294862.72
2339,217982.25
2340,416171.34
2341,205808.11
2342,231251.19
2343,216462.0
2344,226137.45
2345,241366.88
2346,219919.64
2347,201615.42
2348,241579.48
2349,163277.67
2350,288166.9
2351,263728.66
2352,247255.28
2353,239236.45
2354,140049.05
2355,157301.95
2356,152521.14
2357,195981.22
2358,190939.05
2359,130519.8
2360,118009.97
2361,142956.73
2362,258705.94
2363,141683.25
2364,160364.25
2365,224770.14
2366,184280.8
2367,209930.17
2368,212606.52
2369,213305.36
2370,170651.88
2371,174253.38
2372,184811.97
2373,260871.95
2374,295666.62
2375,245464.05
2376,273727.06
2377,321897.66
2378,137815.47
2379,196906.52
2380,142730.58
2381,159868.1
2382,186574.72
2383,199744.55
2384,246684.25
2385,157886.77
2386,134601.95
2387,134031.69
2388,95681.18
2389,125503.99
2390,144582.78
2391,141134.75
2392,116562.05
2393,166104.27
2394,145111.66
2395,206218.72
2396,147063.47
2397,219941.84
2398,123992.8
2399,50975.13
2400,50696.652
2401,120475.984
2402,136147.19
2403,125530.91
2404,149177.72
2405,164297.33
2406,137975.61
2407,126097.16
2408,139623.05
2409,131413.03
2410,167848.86
2411,121447.664
2412,158144.03
2413,138710.3
2414,135001.8
2415,125810.266
2416,126397.39
2417,125963.85
2418,124274.06
2419,125555.29
2420,122432.82
2421,149592.9
2422,123162.73
2423,138792.17
2424,151617.9
2425,284930.4
2426,118359.21
2427,145152.05
2428,166178.48
2429,119654.52
2430,128583.96
2431,102441.27
2432,138238.16
2433,146575.17
2434,134966.22
2435,143266.48
2436,106717.66
2437,113951.43
2438,123244.86
2439,110117.48
2440,119518.88
2441,95261.195
2442,103225.45
2443,117723.07
2444,128020.266
2445,86742.7
2446,124678.27
2447,190890.17
2448,137456.4
2449,111914.62
2450,155547.94
2451,125415.07
2452,208215.33
2453,99721.51
2454,129314.32
2455,121498.9
2456,132735.08
2457,119855.83
2458,114634.8
2459,101615.086
2460,135132.69
2461,113917.836
2462,135163.7
2463,119755.62
2464,172513.89
2465,119689.66
2466,112262.664
2467,148904.58
2468,84437.85
2469,78286.23
2470,176085.55
2471,200668.67
2472,174514.69
2473,115035.04
2474,95695.47
2475,220789.7
2476,121340.14
2477,129423.76
2478,156024.6
2479,112124.18
2480,147855.92
2481,121192.88
2482,136167.95
2483,114891.54
2484,122738.875
2485,126731.85
2486,155810.78
2487,169680.16
2488,153260.52
2489,150771.66
2490,153744.86
2491,93231.06
2492,168138.97
2493,149688.78
2494,161035.33
2495,98704.766
2496,231891.03
2497,154268.81
2498,111896.95
2499,105471.81
2500,129530.375
2501,139248.33
2502,148496.25
2503,98231.61
2504,183197.31
2505,223974.05
2506,268701.3
2507,322273.0
2508,267144.38
2509,216107.95
2510,237096.19
2511,183826.81
2512,209463.84
2513,211486.27
2514,250624.6
2515,150450.62
2516,165696.81
2517,138365.78
2518,134954.38
2519,219759.02
2520,206129.0
2521,187235.4
2522,223783.73
2523,131917.2
2524,142566.2
2525,148145.97
2526,141833.6
2527,114121.15
2528,132053.97
2529,135499.23
2530,125304.78
2531,204345.95
2532,222236.69
2533,199785.9
2534,226910.58
2535,319269.3
2536,236115.08
2537,241818.86
2538,180895.92
2539,186696.05
2540,170873.83
2541,181977.0
2542,165704.97
2543,133584.2
2544,136640.58
2545,130095.875
2546,144500.83
2547,140130.62
2548,158769.25
2549,160185.67
2550,241330.75
2551,145506.61
2552,127152.92
2553,79131.08
2554,114594.36
2555,124188.766
2556,105447.516
2557,108001.73
2558,161087.7
2559,130142.76
2560,125386.87
2561,130873.97
2562,124003.3
2563,140415.28
2564,169085.83
2565,133352.27
2566,154118.1
2567,117902.04
2568,198144.94
2569,199176.31
2570,125218.4
2571,163869.97
2572,169876.8
2573,219334.8
2574,261530.61
2575,130189.05
2576,131428.11
2577,149679.2
2578,87219.59
2579,62013.97
2580,136898.0
2581,132768.2
2582,113116.77
2583,268149.3
2584,165677.55
2585,179334.83
2586,211932.31
2587,201507.9
2588,159559.56
2589,148403.92
2590,226423.84
2591,225113.33
2592,207474.9
2593,255688.05
2594,176313.6
2595,200145.7
2596,337318.9
2597,185379.53
2598,268759.28
2599,299188.3
2600,152188.06
2601,138084.03
2602,82393.93
2603,95658.75
2604,85142.85
2605,78063.73
2606,146242.98
2607,177177.36
2608,207110.38
2609,172066.39
2610,114029.63
2611,158127.16
2612,151714.28
2613,127846.56
2614,127359.75
2615,154688.11
2616,141655.88
2617,181025.48
2618,201144.9
2619,214139.48
2620,186977.25
2621,179346.6
2622,178333.81
2623,244384.69
2624,286119.34
2625,305954.2
2626,165021.33
2627,168031.66
2628,433080.38
2629,546367.1
2630,356459.97
2631,472925.44
2632,448017.56
2633,295179.38
2634,404523.12
2635,156670.03
2636,185345.98
2637,165592.56
2638,250942.6
2639,187614.72
2640,148025.52
2641,98663.086
2642,203271.14
2643,112380.484
2644,124796.28
2645,100464.336
2646,94660.91
2647,95874.91
2648,138515.56
2649,152797.88
2650,147389.27
2651,147275.02
2652,451282.6
2653,244424.12
2654,249628.78
2655,354258.38
2656,302141.9
2657,319046.62
2658,306105.88
2659,316920.06
2660,353838.62
2661,332355.25
2662,322605.22
2663,284485.12
2664,279992.28
2665,308404.9
2666,297939.8
2667,160629.52
2668,184478.92
2669,171162.94
2670,287893.4
2671,184337.47
2672,185652.53
2673,208231.11
2674,193677.31
2675,163749.28
2676,187566.2
2677,195648.48
2678,262419.66
2679,272127.62
2680,276125.38
2681,401621.1
2682,341927.9
2683,520218.0
2684,315868.8
2685,372750.34
2686,259119.44
2687,347635.66
2688,218939.47
2689,217525.77
2690,504271.8
2691,193119.28
2692,138684.28
2693,199964.08
2694,138696.78
2695,185838.97
2696,182058.23
2697,182360.64
2698,202162.17
2699,177070.17
2700,165380.4
2701,145341.55
2702,111722.336
2703,132955.19
2704,143507.72
2705,125499.74
2706,120371.086
2707,129408.516
2708,139745.03
2709,111048.01
2710,124698.1
2711,273853.8
2712,387815.4
2713,171102.86
2714,150859.4
2715,175939.08
2716,153071.33
2717,183933.48
2718,224513.3
2719,154822.84
2720,144831.53
2721,137712.23
2722,153511.48
2723,146040.23
2724,129571.305
2725,132908.2
2726,151675.33
2727,171921.64
2728,166494.06
2729,154093.86
2730,146062.77
2731,121719.984
2732,119178.5
2733,160288.89
2734,141772.77
2735,136282.6
2736,145966.4
2737,122146.625
2738,133246.06
2739,160698.08
2740,135942.17
2741,141361.52
2742,157545.42
2743,151286.22
2744,152848.69
2745,130715.555
2746,134692.06
2747,156567.92
2748,126259.29
2749,130289.33
2750,136598.3
2751,136352.97
2752,210760.83
2753,149774.56
2754,187451.53
2755,130325.28
2756,99539.68
2757,72613.164
2758,85790.875
2759,153088.1
2760,125277.47
2761,144096.19
2762,146941.78
2763,195640.27
2764,156003.12
2765,274019.2
2766,147793.55
2767,89659.32
2768,120061.71
2769,123443.45
2770,143348.0
2771,115853.3
2772,118480.945
2773,160949.33
2774,138032.33
2775,125727.61
2776,147629.66
2777,145083.53
2778,122583.83
2779,128436.22
2780,101869.055
2781,96534.22
2782,99772.12
2783,111110.43
2784,126052.72
2785,129492.76
2786,69255.38
2787,120526.31
2788,80662.73
2789,203270.03
2790,94657.11
2791,120418.85
2792,60847.098
2793,188262.81
2794,98811.04
2795,115532.09
2796,104695.69
2797,228076.72
2798,124697.48
2799,119144.98
2800,73803.81
2801,110950.9
2802,131393.67
2803,144595.55
2804,145490.56
2805,108450.06
2806,79249.05
2807,146994.66
2808,148405.64
2809,137359.28
2810,134227.52
2811,153500.55
2812,143465.95
2813,157183.11
2814,151692.83
2815,100439.32
2816,252331.38
2817,150782.16
2818,135300.53
2819,172561.56
2820,129296.766
2821,94428.93
2822,194514.33
2823,343153.2
2824,176042.84
2825,150454.86
2826,129959.945
2827,140903.38
2828,228624.73
2829,178860.52
2830,231904.06
2831,190792.86
2832,232930.98
2833,305381.3
2834,215709.16
2835,215781.22
2836,194804.16
2837,154006.36
2838,147093.52
2839,184570.7
2840,202376.75
2841,205626.16
2842,226462.4
2843,148756.55
2844,156418.27
2845,121814.414
2846,210673.02
2847,194411.03
2848,216599.06
2849,205382.75
2850,274642.62
2851,239688.9
2852,232317.1
2853,231240.38
2854,141829.8
2855,206740.36
2856,205170.19
2857,183072.62
2858,201564.3
2859,133554.38
2860,126153.984
2861,133549.52
2862,194107.08
2863,126834.586
2864,259243.78
2865,146774.69
2866,132767.45
2867,94192.16
2868,99932.53
2869,121243.7
2870,144000.73
2871,100471.92
2872,52579.605
2873,108497.58
2874,152921.73
2875,116727.68
2876,158713.05
2877,141570.67
2878,167459.47
2879,141119.7
2880,98825.85
2881,146738.33
2882,163706.45
2883,173857.1
2884,190944.39
2885,203032.11
2886,206116.44
2887,98965.22
2888,127089.375
2889,55867.73
2890,85743.6
2891,133355.6
2892,52205.977
2893,109189.26
2894,60153.69
2895,296474.25
2896,281612.22
2897,209080.34
2898,145085.19
2899,222989.02
2900,156015.78
2901,218062.72
2902,177116.55
2903,371807.5
2904,342521.7
2905,103874.71
2906,202302.84
2907,121563.03
2908,132108.03
2909,141647.25
2910,80145.28
2911,82544.26
2912,149016.47
2913,82987.984
2914,75659.2
2915,81785.22
2916,81618.164
2917,163461.66
2918,123361.14
2919,220255.47
